id,rank,workers,company,state,state,city,metro,growth,revenue,industry,yrs_on_list
20084,2686,1425,Costa Vida,Utah,UT,Lehi,Provo-Orem UT,139.8733,54440982,Food & Beverage,3
25834,2687,115,KEAR Civil,Arizona,AZ,Phoenix,Phoenix,139.8744,19485000,Construction,1
21531,2688,115,Bridge Partners Consulting,Washington,WA,Seattle,Seattle,139.8458,17035582,Business Products & Services,3
21471,2689,371,Crosscountry Mortgage,Ohio,OH,Brecksville,Cleveland,139.8428,61347000,Financial Services,3
25608,2690,31,Foundation Supportworks,Nebraska,NE,La Vista,Omaha-Council Bluffs NE-IA,139.7475,39174349,Manufacturing,1
18263,2691,276,National Collegiate Scouting Association,Illinois,IL,Chicago,,139.7222,47516307,Education,5
24295,2692,32,Liquid Interactive,Pennsylvania,PA,Breinigsville,Reading PA,139.6464,4330921,Advertising & Marketing,2
25609,2693,19,New Day Underwriting Managers,New Jersey,NJ,Hamilton,Trenton-Ewing NJ,139.4914,10261129,Insurance,1
23338,2694,65,Robert Paul Properties,Massachusetts,MA,Osterville,Barnstable Town MA,139.3495,9976434,Real Estate,2
581,2695,112,Synoptek,California,CA,Irvine,Los Angeles,139.2676,17037730,IT Services,4
18577,2696,923,O2 Fitness,North Carolina,NC,Raleigh,Raleigh-Cary NC,139.2541,19564619,Health,5
2482,2697,481,Big Ass Fans,Kentucky,KY,Lexington,Lexington-Fayette KY,139.0839,119262999,Manufacturing,8
25489,2698,276,The Hype Agency,New Hampshire,NH,Salem,Boston,139.041,5115000,Advertising & Marketing,1
23966,2699,8,Proforma GPS Global Promotional Sourcing,Nevada,NV,Las Vegas,Las Vegas-Paradise NV,139.0221,7675000,Advertising & Marketing,2
20115,2700,18,The Bean Group,New Hampshire,NH,Portsmouth,Boston,138.9509,17993000,Real Estate,4
21490,2701,28,LegalForce RAPC Worldwide,California,CA,Mountain View,San Jose,138.9529,7091865,Business Products & Services,3
1954,2702,200,Integration Partners,Massachusetts,MA,Lexington,Boston,138.6337,96544023,IT Services,7
19258,2703,24,TekScape,New York,NY,New York,New York City,138.4022,12796191,IT Services,4
23893,2704,21,CAaNES,New Mexico,NM,Albuquerque,Albuquerque NM,138.3206,2987282,Security,2
21434,2705,47,IFAS,Virginia,VA,Woodbridge,Washington DC,138.2764,5027087,Government Services,2
21479,2706,35,BubbleUp,Texas,TX,The Woodlands,Houston,138.2067,10387673,Advertising & Marketing,3
22030,2707,93,Acquirent,Illinois,IL,Evanston,Chicago,138.1823,5740904,Business Products & Services,3
22683,2708,14,Heritage Wealth Advisor,Washington,WA,Mercer Island,Seattle,138.1613,3552505,Financial Services,3
26029,2709,140,Sakonent,Illinois,IL,Chicago,Chicago,138.1162,7257146,IT Services,1
116,2710,900,Latshaw Drilling & Exploration,Oklahoma,OK,Tulsa,Tulsa OK,138.0882,174165046,Energy,7
24187,2711,25,Linoma Software,Nebraska,NE,Ashland,Omaha-Council Bluffs NE-IA,138.0577,6108125,Software,2
23863,2712,32,Table XI,Illinois,IL,Chicago,Chicago,138.0344,4287000,IT Services,2
24013,2713,49,Jax & Bones,California,CA,Baldwin Park,Los Angeles,138.028,2655009,Consumer Products & Services,2
25893,2714,353,Cenduit,North Carolina,NC,Durham,Durham NC,138.0031,32109000,Health,1
24267,2715,23,Royal Cyber,Illinois,IL,Naperville,Chicago,137.9563,5137000,IT Services,2
24183,2716,6,Red Zone Tickets,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,137.9304,7579639,Retail,2
17466,2717,46,Clearpath Solutions Group,Virginia,VA,Herndon,Washington DC,137.8704,52402848,IT Services,3
1696,2718,51,Max Borges Agency,Florida,FL,Miami,Miami,137.78,9065592,Advertising & Marketing,6
10206,2719,15,Newcastle Construction,Alabama,AL,Bessemer,Birmingham-Hoover AL,137.7555,25697073,Construction,5
24024,2720,14,Abound Resources,Texas,TX,Austin,Austin,137.7166,3408264,Financial Services,2
20109,2721,350,Microexcel,New Jersey,NJ,Secaucus,New York City,137.6893,20244000,IT Services,3
13459,2722,77,Flexible Plan Investments,Michigan,MI,Bloomfield Hills,Detroit,137.5623,33510215,Financial Services,5
25895,2723,190,ProPharma Group,Kansas,KS,Overland Park,Kansas City MO-KS,137.5288,35733887,Health,1
21129,2724,20,Precious Metal Refining Services,Illinois,IL,Barrington,Chicago,137.426,68880810,Business Products & Services,3
24445,2725,187,Emerald Isle Landscaping,Colorado,CO,Denver,Denver,137.4238,7511542,Construction,2
12067,2726,15,Advanced Technology Systems,Minnesota,MN,St. Paul,Minneapolis,137.3891,11628973,Business Products & Services,2
23721,2727,12,Medicus Solutions,Georgia,GA,Alpharetta,Atlanta,137.233,3404294,IT Services,2
25451,2728,46,Mill City Environmental,Massachusetts,MA,Lowell,Boston,137.0958,10508058,Environmental Services,1
20287,2729,25,American Fireglass,California,CA,Lake Elsinore,Riverside-San Bernardino-Ontario CA,137.0494,5326500,Manufacturing,4
26247,2730,190,PRISM Response,Pennsylvania,PA,Export,Pittsburgh PA,137.0437,21334019,Environmental Services,1
24284,2731,500,Abba Staffing and Consulting,Texas,TX,Bedford,Dallas,137.0409,13601679,Human Resources,2
26577,2732,37,Nexcut Shredding,New Jersey,NJ,Elizabeth,New York City,136.9671,3796884,Business Products & Services,1
12955,2733,16,Construction Coordinators,Massachusetts,MA,Needham,Boston,136.7299,7992000,Construction,3
24882,2734,16,Myriad Tech Solutions,New York,NY,New York,New York City,136.6954,2276300,IT Services,1
787,2735,11561,Insight Global,Georgia,GA,Atlanta,Atlanta,136.5545,918390882,IT Services,7
25701,2736,14,Sequent Learning Networks,New York,NY,New York,New York City,136.4683,3107877,Business Products & Services,1
23630,2737,25,LeadBridge,Massachusetts,MA,Andover,Boston,136.4618,2622248,Business Products & Services,2
21070,2738,181,Black Elk Energy,Texas,TX,Houston,Houston,136.4096,258008000,Energy,3
1215,2739,643,Jones Industrial Holdings,Texas,TX,Deer Park,Houston,136.3278,159981711,Energy,3
23664,2740,58,Bridge360,Texas,TX,Austin,Austin,136.3171,6036028,Software,2
21863,2741,42,Think Brownstone,Pennsylvania,PA,Conshohocken,Philadelphia,136.3043,5304863,IT Services,2
23730,2742,18,Atlantis Mortgage,Michigan,MI,Farmington Hills,Detroit,136.2956,2537742,Financial Services,2
24162,2743,29,Rhythm Interactive,California,CA,Irvine,Los Angeles,136.2915,5000492,Advertising & Marketing,2
23789,2744,537,Invenio Solutions,Texas,TX,Austin,Austin,136.2787,40881699,Advertising & Marketing,2
20381,2745,102,The Rainmaker Group,Georgia,GA,Alpharetta,Atlanta,136.2418,28023000,Software,4
26112,2746,75,Accuro,North Carolina,NC,Raleigh,Raleigh-Cary NC,135.846,4394207,Human Resources,1
24933,2747,13,Luxury Divas,New Jersey,NJ,Phillipsburg,New York City,135.8196,3161817,Retail,1
17831,2748,23,Motive Interactive,California,CA,San Diego,San Diego,135.8119,19104601,Advertising & Marketing,2
23360,2749,55,Nuvento,Kansas,KS,Lenexa,Kansas City MO-KS,135.6673,5201809,IT Services,2
26163,2750,49,EnableComp,Tennessee,TN,Franklin,Nashville,135.5909,5400854,Health,1
20672,2751,96,Structura,Texas,TX,Austin,Austin,135.3314,45776073,Construction,2
24233,2752,90,The Boardroom Salon for Men,Texas,TX,Southlake,Dallas,135.0273,4303751,Consumer Products & Services,2
24017,2753,90,Pacific Shore Stones,Texas,TX,Austin,Austin,135.0103,35464809,Construction,2
25746,2754,10,Real Estate Closing Solutions,Florida,FL,Orlando,Orlando FL,135.0058,2033305,Real Estate,1
25577,2755,98,America Choice RV,Florida,FL,Ocala,Ocala FL,134.9657,36946465,Consumer Products & Services,1
24376,2756,13,HealthLink Dimensions,Georgia,GA,Atlanta,Atlanta,134.9509,4309000,Business Products & Services,2
24005,2757,20,IT Direct,Connecticut,CT,West Hartford,Hartford-West Hartford-East Hartford CT,134.8719,3276860,IT Services,2
486,2758,689,Carenet Healthcare Services,Texas,TX,San Antonio,San Antonio TX,134.7917,35358440,Health,6
23910,2759,8,Sencha Naturals,California,CA,Los Angeles,Los Angeles,134.7217,3231961,Manufacturing,2
26348,2760,2157,Einstein HR,Georgia,GA,Lawrenceville,Atlanta,134.6377,27306679,Human Resources,1
20937,2761,150,Kriser's,California,CA,Santa Monica,Los Angeles,134.5876,14167161,Retail,4
22736,2762,100,Synchrogenix Information Strategies,Delaware,DE,Wilmington,Philadelphia,134.5826,13408184,Health,3
25763,2763,14,Elegante Custom Stone Boutique by Zicana,New York,NY,Westbury,New York City,134.5765,3008359,Retail,1
26537,2764,34,Progressive Coating,Illinois,IL,Chicago,Chicago,134.5678,3777300,Manufacturing,1
22248,2765,55,Partner's Consulting,Pennsylvania,PA,Broomall,Philadelphia,134.4973,5594414,IT Services,3
18365,2766,51,Everstaff International,Ohio,OH,Independence,Cleveland,134.4718,23890009,Human Resources,5
25369,2767,50,Closet America,Maryland,MD,Lanham,Washington DC,134.4147,5562108,Construction,1
21512,2768,118,Research Square,North Carolina,NC,Durham,Durham NC,134.2386,16557604,Education,3
18418,2769,319,The TharpeRobbins Company,North Carolina,NC,Statesville,Hickory-Lenoir-Morganton NC,134.1272,192586000,Business Products & Services,4
22330,2770,12,Gateway Commercial Finance,Florida,FL,Delray Beach,Miami,133.9555,3478568,Financial Services,3
25775,2771,239,TransTech IT Staffing,Illinois,IL,Itasca,Chicago,133.8215,34572360,IT Services,1
25355,2772,105,Travelink,Tennessee,TN,Nashville,Nashville,133.7586,159132882,Travel & Hospitality,1
23940,2773,16,Davenport Group,Minnesota,MN,St. Paul,Minneapolis,133.6983,8980334,IT Services,2
17291,2774,100,SingleHop,Illinois,IL,Chicago,Chicago,133.6587,29249000,IT Services,5
2411,2775,3,Powder X Coating Systems,Tennessee,TN,LaVergne,Nashville,133.6353,4566694,Manufacturing,3
784,2776,133,Navigator Management Partners,Ohio,OH,Columbus,Columbus OH,133.6006,32609027,IT Services,8
25197,2777,79,iVantage Group,Michigan,MI,Brighton,Detroit,133.5984,8692653,IT Services,1
21933,2778,47,PowerDMS,Florida,FL,Orlando,Orlando FL,133.4928,4880000,Software,4
24822,2779,17,Slice of Lime,Colorado,CO,Boulder,Boulder CO,133.4185,2212502,Software,1
24306,2780,20,Veritas Health,Illinois,IL,Deerfield,Chicago,133.3884,2824000,Health,2
22493,2781,200,Meathead Movers,California,CA,San Luis Obispo,San Luis Obispo-Paso Robles CA,133.3278,7245632,Logistics & Transportation,3
8488,2782,3565,Security Industry Specialist,California,CA,Culver CIty,Los Angeles,133.2343,118291203,Security,5
25547,2783,27,TentCraft,Michigan,MI,Traverse City,Traverse City MI,133.1628,5351051,Business Products & Services,1
24102,2784,13,Prime Controls (Dayton OH),Ohio,OH,Dayton,Dayton OH,133.1215,2725932,Manufacturing,2
3090,2785,838,Paylocity,Illinois,IL,Arlington Heights,Chicago,133.0609,77294000,Human Resources,10
18098,2786,40,Falcon Asphalt Repair Equipment,Michigan,MI,Midland,Bay City MI,132.8827,6118112,Manufacturing,4
25481,2787,34,TitleSmart,Minnesota,MN,Maplewood,Minneapolis,132.8132,4842714,Insurance,1
22035,2788,18,US Micro Products,Texas,TX,Austin,Austin,132.8045,18336505,Manufacturing,3
19321,2789,42,Enstoa,New York,NY,New York,New York City,132.7372,8088027,IT Services,4
1883,2790,43,ITS Infinity Trading,Arizona,AZ,Chandler,Phoenix,132.6103,14672945,Travel & Hospitality,6
24868,2791,22,Gen3 Marketing,Pennsylvania,PA,Blue Bell,Philadelphia,132.5306,5459136,Advertising & Marketing,1
25942,2792,41,Rottet Studio,Texas,TX,Houston,Houston,132.5162,11285762,Construction,1
795,2793,24,Insurance Applications Group,South Carolina,SC,Greenville,Greenville-Mauldin-Easley SC,132.4395,8247966,Insurance,5
20200,2794,61,Riviera Partners,California,CA,San Francisco,San Francisco,132.3803,13980000,Human Resources,4
11471,2795,41,Northern Lights Post,New York,NY,New York,New York City,132.2743,16445046,Media,2
25686,2796,27,513 Ventures,Ohio,OH,Cincinnati,Cincinnati,132.2112,3035000,Consumer Products & Services,1
21974,2797,38,RF IDeas,Illinois,IL,Rolling Meadows,Chicago,132.1348,33069338,Business Products & Services,4
22878,2798,134,Ascent,Missouri,MO,St. Louis,St. Louis MO-IL,132.1297,12263275,Engineering,1
78,2799,94,Radius (Annapolis MD),Maryland,MD,Annapolis,Baltimore,132.0485,34675000,Business Products & Services,7
17745,2800,60,Hassett Willis,District of Columbia,DC,Washington,Washington DC,131.8753,13204652,Government Services,2
19927,2801,59,Central Research,Arkansas,AR,Lowell,Fayetteville-Springdale-Rogers AR-MO,131.8477,6739317,Government Services,4
26560,2802,125,Visual Citi,New York,NY,West Babylon,New York City,131.7843,13254901,Manufacturing,1
24804,2803,12,Snap Technology,Georgia,GA,Cumming,Atlanta,131.7481,2224249,IT Services,1
25452,2804,366,iCan Benefit Group,Florida,FL,Boca Raton,Miami,131.7132,40873653,Insurance,1
305,2805,57,PowerON Services,California,CA,Roseville,Sacramento--Arden-Arcade--Roseville CA,131.6481,24463339,Computer Hardware,7
25682,2806,10,Lodging Source,South Carolina,SC,Mount Pleasant,Charleston-North Charleston SC,131.6203,9518479,Travel & Hospitality,1
25111,2807,25,Sage Age Strategies,Pennsylvania,PA,Montoursville,Williamsport PA,131.5586,4519854,Advertising & Marketing,1
26031,2808,104,Overture Promotions,Illinois,IL,Vernon Hills,Chicago,131.4866,29158172,Advertising & Marketing,1
25005,2809,12,Caxy Interactive,Illinois,IL,Chicago,Chicago,131.4467,2061466,IT Services,1
874,2810,99,Enjoy Life Foods,Illinois,IL,Schiller Park,Chicago,131.4402,33089000,Food & Beverage,8
24984,2811,16,Mavenspire,Maryland,MD,Annapolis,Baltimore,131.4431,5697439,IT Services,1
26594,2812,171,Investar Holding,Louisiana,LA,Baton Rouge,Baton Rouge LA,131.4315,22472000,Financial Services,1
24788,2813,721,IPS - Integrated Project Services,Pennsylvania,PA,Blue Bell,Philadelphia,131.2859,173496000,Engineering,1
19887,2814,41,Ingenium,California,CA,Escondido,San Diego,131.2323,8875450,Environmental Services,4
26053,2815,10,The Aramco Group,California,CA,Carlsbad,San Diego,131.1731,3113010,Real Estate,1
25296,2816,42,Ohio Real Title Agency,Ohio,OH,Cleveland,Cleveland,131.1413,6291850,Real Estate,1
20711,2817,107,The Partners Group,Oregon,OR,Portland,Portland OR,131.1261,18756551,Insurance,2
20526,2818,134,Surya,Georgia,GA,Calhoun,Rome GA,130.8827,82287348,Consumer Products & Services,4
21769,2819,6,Travertine Mart,Florida,FL,Hallandale,Miami,130.7865,2785124,Consumer Products & Services,3
86,2820,61,Prep Sportswear,Washington,WA,Seattle,Seattle,130.7721,22727664,Retail,6
19533,2821,90,The Bowen Consulting Group,Virginia,VA,Stafford,Washington DC,130.6922,5252587,Government Services,4
18012,2822,15,Historical Emporium,California,CA,San Jose,San Jose,130.67,7137342,Retail,5
25367,2823,30,VeriShip,Kansas,KS,Overland Park,Kansas City MO-KS,130.6116,4672244,Logistics & Transportation,1
11225,2824,140,DC Group,Minnesota,MN,Minneapolis,Minneapolis,130.5544,28152896,Energy,7
25827,2825,15,Taggart International,Missouri,MO,Liberty,Kansas City MO-KS,130.4701,6210572,Logistics & Transportation,1
19676,2826,40,ESD,Ohio,OH,Toledo,Toledo OH,130.3576,43871147,Health,5
24138,2827,17,Cantey Technology,South Carolina,SC,Mount Pleasant,Charleston-North Charleston SC,130.3139,2568000,IT Services,2
1350,2828,125,Parts Town,Illinois,IL,Addison,Chicago,130.2823,78682718,Food & Beverage,6
21125,2829,64,Packrite,North Carolina,NC,HIgh Point,Greensboro-High Point NC,130.2704,17755095,Manufacturing,3
18004,2830,800,Scrap Metal Services,Illinois,IL,Burnham,Chicago,130.2474,409472296,Manufacturing,5
6280,2831,49,Cambria Solutions,California,CA,Sacramento,,130.2251,15198217,Business Products & Services,6
2145,2832,200,Sage Environmental Consulting,Texas,TX,Austin,Austin,130.2119,46087769,Environmental Services,8
23888,2833,27,DLA+ Architecture & Interior Design,Pennsylvania,PA,Pittsburgh,,130.1361,3664140,Engineering,2
22581,2834,56,AgencyEA,Illinois,IL,Chicago,Chicago,130.1022,16891210,Advertising & Marketing,2
2010,2835,447,Taphandles,Washington,WA,Seattle,Seattle,130.0636,24601559,Business Products & Services,7
19430,2836,120,110 Consulting,Washington,WA,Bellevue,Seattle,130.0625,16271084,IT Services,4
16,2837,421,Snap Fitness,Minnesota,MN,Chanhassen,Minneapolis,130.0501,66634000,Health,6
2766,2838,45,Rotating Machinery Services,Pennsylvania,PA,Bethlehem,Allentown-Bethlehem-Easton PA-NJ,129.9376,18734472,Engineering,6
25598,2839,3,Proforma Diversified Corporate Solutions,Ohio,OH,Lima,Lima OH,129.9213,2044000,Advertising & Marketing,1
20378,2840,47,EdgeWebHosting,Maryland,MD,Baltimore,Baltimore,129.8776,12346820,IT Services,4
21825,2841,80,Accelerated Claims,Georgia,GA,Kennesaw,Atlanta,129.8603,5417513,Health,3
26526,2842,23,MS Signs,New Jersey,NJ,Paterson,New York City,129.7992,4217825,Manufacturing,1
21660,2843,23,HR Focal Point,Texas,TX,Plano,Dallas,129.6904,8993135,IT Services,3
2770,2844,626,Nexus,California,CA,Valencia,Los Angeles,129.6383,471034904,IT Services,6
9378,2845,527,Bowman Consulting,Virginia,VA,Chantilly,Washington DC,129.5109,73813000,Engineering,6
20558,2846,45,Business Information Technology Solutions,Virginia,VA,Alexandria,Washington DC,129.2882,11412344,IT Services,4
24881,2847,13,NordicClick Interactive,Minnesota,MN,Excelsior,Minneapolis,129.2829,2057424,Advertising & Marketing,1
25548,2848,19,Zerion Software,Virginia,VA,Herndon,Washington DC,129.2618,2006009,Software,1
17498,2849,94,Galen Healthcare Solutions,Illinois,IL,Chicago,Chicago,129.2259,14510000,Health,5
23968,2850,37,Cafe Grumpy,New York,NY,Brooklyn,New York City,129.1787,2760847,Food & Beverage,2
21963,2851,99,Velir,Massachusetts,MA,Somerville,Boston,129.1618,14347263,IT Services,3
20076,2852,66,Vision33,California,CA,Irvine,Los Angeles,129.0833,19107027,IT Services,4
25567,2853,10,DanniJo,New York,NY,New York,New York City,129.0626,3797400,Retail,1
20991,2854,33,MHD Enterprises,Texas,TX,Austin,Austin,129.0323,7058136,Business Products & Services,3
2449,2855,120,Verndale,Massachusetts,MA,Boston,Boston,128.9503,13035606,IT Services,8
26325,2856,19,Balani Custom Clothiers,Illinois,IL,Chicago,Chicago,128.859,3278927,Retail,1
20731,2857,45,Phone.com,New Jersey,NJ,Livingston,New York City,128.8113,7610535,Telecommunications,4
25165,2858,10,Harbour Results,Michigan,MI,Royal Oak,Detroit,128.7121,2137948,Business Products & Services,1
17945,2859,142,Solstice Mobile,Illinois,IL,Chicago,Chicago,128.6619,21668000,Business Products & Services,5
19952,2860,40,ShipCompliant,Colorado,CO,Boulder,Boulder CO,128.5328,7143496,Software,3
24055,2861,211,HealthcareSource,Massachusetts,MA,Woburn,Boston,128.5178,40210000,Health,2
19736,2862,31,Institute for Corporate Productivity,Washington,WA,Seattle,Seattle,128.5242,4848216,Business Products & Services,4
21870,2863,700,Planet Fitness,New Hampshire,NH,Newington,Concord NH,128.5032,211009000,Health,7
431,2864,107,Gravity Payments,Washington,WA,Seattle,Seattle,128.4448,13062032,Financial Services,6
22602,2865,125,Cape Associates,Massachusetts,MA,Eastham,Barnstable Town MA,128.4206,31468183,Construction,3
22322,2866,63,ARGI Financial Group,Kentucky,KY,Louisville,Louisville/Jefferson KY-IN,128.2374,9929555,Financial Services,6
25540,2867,14,ShipOffers,Colorado,CO,Centennial,Denver,128.1804,4112064,Health,1
4007,2868,230,Excelsior Defense,Florida,FL,St. Petersburg,Tampa,128.1663,7166609,Security,8
18284,2869,1476,The Cellular Connection,Indiana,IN,Marion,,128.1251,671930112,Telecommunications,5
24435,2870,48,Tom Ferry - Your Coach,California,CA,Irvine,Los Angeles,127.9517,10590720,Real Estate,2
1050,2871,284,Mindshare Technologies,Utah,UT,Salt Lake City,Salt Lake City,127.9228,30942763,Business Products & Services,7
21971,2872,27,Central Park West Dentistry,New York,NY,New York,New York City,127.8794,4761566,Health,3
4685,2873,68,Claris Networks,Tennessee,TN,Knoxville,Knoxville TN,127.8388,16079374,IT Services,5
19919,2874,288,Vino Volo,California,CA,San Francisco,San Francisco,127.8191,28339898,Food & Beverage,4
25906,2875,38,Anita Goodesign,North Carolina,NC,Charlotte,Charlotte,127.6338,6965448,Consumer Products & Services,1
12714,2876,49,ENS Group,Indiana,IN,Fort Wayne,Fort Wayne IN,127.6001,10995000,IT Services,5
25655,2877,47,Alpha Net Consulting,California,CA,Santa Clara,San Jose,127.4751,10410000,IT Services,1
23963,2878,20,Deep River Snacks,Connecticut,CT,Old Lyme,Norwich-New London CT,127.3488,16488400,Food & Beverage,2
23875,2879,58,DataSong,California,CA,San Francisco,San Francisco,127.2943,6036230,Advertising & Marketing,2
11421,2880,250,The Vertex Companies,Massachusetts,MA,Weymouth,Boston,127.245,43727031,Engineering,5
22427,2881,46,Andrew Christian,California,CA,Glendale,Los Angeles,127.2198,15280185,Retail,3
2525,2882,29,ClearStar,Georgia,GA,Alpharetta,Atlanta,127.2235,7793851,Human Resources,7
24049,2883,9,Diablo Flooring,California,CA,Pleasanton,San Francisco,127.21,2943906,Retail,2
23791,2884,80,ESP IT,Minnesota,MN,Minneapolis,Minneapolis,127.1601,7846618,IT Services,2
21322,2885,15,WorthPoint,Georgia,GA,Atlanta,Atlanta,126.8905,4213441,Consumer Products & Services,3
4847,2886,44,Edwards Project Solutions,Maryland,MD,Elkridge,Baltimore,126.7238,8579062,Business Products & Services,8
5896,2887,164,Intermountain Electronics,Utah,UT,Price,Price UT,126.5365,68669912,Manufacturing,2
25516,2888,13,Brian Gavin Diamonds,Texas,TX,Houston,Houston,126.4793,10717000,Retail,1
19967,2889,122,Global Business Solutions,Florida,FL,Pensacola,Pensacola-Ferry Pass-Brent FL,126.2544,11439691,IT Services,4
426,2890,135,IndSoft,Illinois,IL,St. Charles,Chicago,126.2204,17036656,IT Services,5
22046,2891,140,Strong-Bridge,Washington,WA,Seattle,Seattle,126.1606,27748578,Business Products & Services,3
2139,2892,330,Top Flite Financial,Michigan,MI,Williamston,Lansing-East Lansing MI,126.1056,26290580,Financial Services,6
24595,2893,275,AFS,Louisiana,LA,Shreveport,Shreveport-Bossier City LA,125.9794,54435073,Logistics & Transportation,2
26198,2894,62,Artemis IT,Florida,FL,Melbourne,Palm Bay-Melbourne-Titusville FL,125.973,7594330,IT Services,1
21847,2895,57,Prime Solutions,Maryland,MD,Columbia,Baltimore,125.9378,13824843,Government Services,3
19840,2896,13,Bird Rock Systems,California,CA,San Diego,San Diego,125.935,10036465,IT Services,4
19865,2897,61,OriGen Biomedical,Texas,TX,Austin,Austin,125.8985,8730319,Health,4
20010,2898,1250,STS Aviation Group,Florida,FL,Jensen Beach,Port St. Lucie FL,125.7311,165605937,Logistics & Transportation,3
26240,2899,365,Centrify,California,CA,Santa Clara,San Jose,125.668,45324628,Software,1
662,2900,165,YapStone,California,CA,Walnut Creek,San Francisco,125.6106,88053519,Financial Services,7
17660,2901,1500,Canon Recruiting Group,California,CA,Santa Clarita,Los Angeles,125.5994,10746689,Human Resources,5
22125,2902,79,DPM Fragrance,Mississippi,MS,Starkville,West Point MS,125.5934,12740230,Manufacturing,3
24236,2903,20,Panamerica Computers,Virginia,VA,Luray,,125.5846,69792000,Government Services,2
19266,2904,20,MAG Trucks,Missouri,MO,Grain Valley,Kansas City MO-KS,125.5437,7608368,Business Products & Services,2
25459,2905,19,Hydra-Flex,Minnesota,MN,Burnsville,Minneapolis,125.5381,5093219,Manufacturing,1
25835,2906,944,First Call Resolution,Oregon,OR,Roseburg,Roseburg OR,125.5119,22576000,Business Products & Services,1
22228,2907,65,Creative Breakthroughs,Michigan,MI,Troy,Detroit,125.3283,27055609,IT Services,3
21278,2908,61,Paragon Micro,Illinois,IL,Lake Zurich,Chicago,125.1285,98084000,IT Services,2
25368,2909,460,Intouch Solutions (Overland Park KS),Kansas,KS,Overland Park,Kansas City MO-KS,124.9989,67751506,Health,1
25234,2910,40,Technology Resource Services,Florida,FL,Boca Raton,Miami,124.9716,4659965,IT Services,1
17956,2911,400,Salesify,California,CA,Redwood City,San Francisco,124.9255,7413352,Business Products & Services,5
22215,2912,33,RICS Software,Indiana,IN,Indianapolis,Indianapolis IN,124.837,4246947,Software,3
24301,2913,13,A1A Airport & Limousine Service,Florida,FL,Boca Raton,Miami,124.7984,3402447,Travel & Hospitality,2
3631,2914,24,Pathfinders,Pennsylvania,PA,Wayne,Philadelphia,124.7812,5284607,IT Services,4
25069,2915,20,Mediassociates,Connecticut,CT,Sandy Hook,Bridgeport-Stamford-Norwalk CT,124.6377,6067202,Advertising & Marketing,1
273,2916,242,5Linx Enterprises,New York,NY,Rochester,Rochester NY,124.5919,112397000,Telecommunications,9
25042,2917,55,Piedmont Hoist & Crane,North Carolina,NC,Colfax,Greensboro-High Point NC,124.588,19081000,Manufacturing,1
1500,2918,70,ADG Creative,Maryland,MD,Columbia,Baltimore,124.5576,10406000,Advertising & Marketing,3
26174,2919,718,GuideOne Insurance,Iowa,IA,West Des Moines,Des Moines-West Des Moines IA,124.474,1138554666,Insurance,1
22817,2920,2091,Addison Search,Illinois,IL,Chicago,Chicago,124.4481,166322933,Human Resources,8
18526,2921,138,Creative Lodging Solutions,Kentucky,KY,Lexington,Lexington-Fayette KY,124.336,100562981,Travel & Hospitality,5
25257,2922,65,Revention,Texas,TX,Houston,Houston,124.2251,11951231,Food & Beverage,1
4034,2923,0,Sorriso Technologies,Massachusetts,MA,Acton,Boston,124.2271,2919195,Software,3
25473,2924,13,CCTV Security Pros,New Jersey,NJ,Cherry Hill,Philadelphia,124.0731,8582000,Security,1
22274,2925,65,Circuitronics,Texas,TX,Irving,Dallas,123.9448,10330030,Manufacturing,2
24657,2926,425,Foliage,Massachusetts,MA,Burlington,Boston,123.9099,48013000,Engineering,1
19639,2927,120,Nitro,California,CA,San Francisco,San Francisco,123.7722,20011950,Software,4
23924,2928,30,Groove Commerce,Maryland,MD,Baltimore,Baltimore,123.652,2445026,Advertising & Marketing,2
21842,2929,24,SportsSignup,New York,NY,Latham,Albany-Schenectady-Troy NY,123.5984,4178513,Software,3
21925,2930,109,Made Ya Smile Dental,Texas,TX,Sugar Land,Houston,123.5088,14052000,Health,3
423,2931,7982,PeopleShare,Pennsylvania,PA,Pottstown,Reading PA,123.4745,57982514,Human Resources,6
186,2932,72,cPrime,California,CA,Foster City,San Francisco,123.3786,20736922,IT Services,6
25952,2933,41,Sun Title Agency,Michigan,MI,Grand Rapids,Grand Rapids-Wyoming MI,123.2357,4147087,Real Estate,1
20169,2934,115,USIT,Virginia,VA,Chantilly,Washington DC,123.1645,22047663,IT Services,4
19681,2935,94,BSI Engineering,Ohio,OH,Cincinnati,Cincinnati,123.1589,14030000,Engineering,4
24466,2936,34,Novus Medical Detox,Florida,FL,New Port Richey,Tampa,123.1367,3861767,Health,2
22377,2937,563,Linium,New York,NY,New York,New York City,123.0297,57066771,Business Products & Services,3
1242,2938,568,Accuvant,Colorado,CO,Denver,Denver,122.9269,350152337,Security,8
24079,2939,140,Lollicup USA,California,CA,Chino,Riverside-San Bernardino-Ontario CA,122.9307,60030547,Business Products & Services,2
21510,2940,908,Supreme Lending,Texas,TX,Dallas,Dallas,122.889,148322903,Financial Services,3
21253,2941,65,Quincy Bioscience,Wisconsin,WI,Madison,Madison WI,122.8881,19340000,Health,3
25582,2942,6,Vantage Payments,Arizona,AZ,Scottsdale,Phoenix,122.8259,2025574,Financial Services,1
23781,2943,41,Parallel HR Solutions,Utah,UT,Murray,Salt Lake City,122.8102,6356842,Human Resources,2
